id,found,center_x,center_y,radius,rms,center_error_px,method,block,time_ms
937,1,3150.84,1416,137.948,1.0166,5.00416,algebraic,VERTICAL_WIRE,40.4625
938,1,2991.36,1225.83,136.625,0.609258,5.02291,algebraic,ELLIPSE,34.6881
939,1,3570.09,283.6,138.625,0.32195,4.68857,algebraic,SQUARE,38.5574
940,1,1613.85,1015.08,121.207,0.442445,15.7512,algebraic,ELLIPSE,34.3158
941,1,493.428,1012.86,138.075,0.997886,5.11066,algebraic,VERTICAL_WIRE,40.8561
942,1,480.326,1240.04,136.405,1.97126,5.45725,algebraic,VERTICAL_WIRE,44.3893
943,1,254.985,518.784,137.949,0.695842,4.78353,algebraic,ELLIPSE,34.7693
944,1,1398.09,642.6,138.625,0.32195,4.68855,algebraic,SQUARE,41.3665
945,1,1356.81,1693.6,135.629,0.34346,6.21975,algebraic,CIRCLE,42.1045
946,1,316.918,369.931,136.893,0.301301,5.01548,algebraic,CIRCLE,41.0214
947,1,2437.09,1560.6,138.625,0.32195,4.68851,algebraic,CIRCLE,39.1569
948,1,2682.45,1246.54,138.354,0.458804,4.56831,algebraic,CIRCLE,32.3315
949,1,1937.09,1980.6,138.625,0.32195,4.68849,algebraic,NONE,28.6152
950,1,243.091,943.6,138.625,0.32195,4.68856,algebraic,SQUARE,36.3555
951,1,3159.09,1651.6,138.625,0.32195,4.68851,algebraic,SQUARE,22.6602
952,1,2185.87,1767.85,138.452,0.642623,4.97986,algebraic,ELLIPSE,27.1444
953,1,1044.09,1405.6,138.625,0.32195,4.68849,algebraic,SQUARE,38.452
954,1,671.091,639.6,138.625,0.32195,4.68856,algebraic,NONE,40.0547
955,1,1272.57,1483.46,137.853,0.646453,5.47624,algebraic,VERTICAL_WIRE,22.5157
956,1,563.804,397.538,138.44,0.653656,4.69307,algebraic,SQUARE,38.7903
957,1,2027.09,492.6,138.625,0.32195,4.68855,algebraic,NONE,39.4756
958,0,-1,-1,-1,-1,-1,none,CIRCLE,32.7515
959,1,1603.18,1531.47,137.927,0.611326,4.83045,algebraic,SQUARE,25.2495
960,1,2761.09,517.6,138.625,0.32195,4.68857,algebraic,SQUARE,40.5452
961,1,2154.74,1276.39,127.772,0.566685,14.5669,algebraic,ELLIPSE,31.0477
962,1,2312,1372.97,136.736,0.339121,7.03832,algebraic,VERTICAL_WIRE,35.5788
963,1,2390.09,1634.6,138.625,0.32195,4.68851,algebraic,NONE,37.3547
964,1,2970.5,1040.52,135.445,1.22787,4.32075,algebraic,VERTICAL_WIRE,42.2797
965,1,3513.24,565.471,136.279,1.32695,5.84064,algebraic,VERTICAL_WIRE,39.1455
966,1,2667.09,1400.6,138.625,0.32195,4.68851,algebraic,SQUARE,39.0493
967,1,1537.16,232.392,136.363,1.59878,5.83137,algebraic,VERTICAL_WIRE,48.507
968,1,3124.54,1816.69,138.376,1.0725,4.71405,algebraic,ELLIPSE,40.497
969,1,2849.53,1197.39,135.393,0.568856,8.40639,algebraic,VERTICAL_WIRE,40.3753
970,1,3149.09,1738.6,138.625,0.32195,4.68851,algebraic,CIRCLE,34.6163
971,1,583.091,1979.6,138.625,0.32195,4.6885,algebraic,NONE,36.8654
972,1,1795.09,537.6,138.625,0.32195,4.68855,algebraic,NONE,38.0044
973,1,1827.17,1347.38,134.975,0.933906,0.414354,algebraic,VERTICAL_WIRE,48.9184
974,1,329.626,875.189,136.477,1.0212,6.18959,algebraic,VERTICAL_WIRE,27.331
975,1,1355.09,1476.6,138.625,0.32195,4.68849,algebraic,SQUARE,24.3973
976,1,1226.09,592.6,138.625,0.32195,4.68855,algebraic,SQUARE,37.2725
977,1,3137.09,1252.6,138.625,0.32195,4.68851,algebraic,SQUARE,38.9699
978,1,2809.51,1496.68,136.111,1.43272,5.30933,algebraic,ELLIPSE,38.9197
979,1,2014.89,271.869,136.874,0.869451,6.95904,algebraic,ELLIPSE,42.632
980,1,2014.18,1751.31,134.925,0.979945,0.356089,algebraic,VERTICAL_WIRE,39.8719
981,1,2593.84,1135.1,136.603,0.734002,5.18218,algebraic,ELLIPSE,39.7938
982,1,517.091,1821.6,138.625,0.32195,4.6885,algebraic,NONE,44.2217
983,1,1433.4,304.71,138.456,0.754992,4.74868,algebraic,ELLIPSE,26.9114
984,1,2678.09,533.6,138.625,0.32195,4.68857,algebraic,CIRCLE,32.1894
985,0,-1,-1,-1,-1,-1,none,CIRCLE,40.4223
986,0,-1,-1,-1,-1,-1,none,CIRCLE,45.6429
987,1,1000.09,248.6,138.625,0.32195,4.68854,algebraic,CIRCLE,45.7261
988,0,-1,-1,-1,-1,-1,none,ELLIPSE,39.9843
989,1,761.254,1234.44,137.437,1.20826,3.85857,algebraic,VERTICAL_WIRE,45.2773
990,1,3527.78,1970.29,133.226,1.06872,6.6255,algebraic,VERTICAL_WIRE,41.6243
991,1,3526.09,1505.6,138.625,0.32195,4.68851,algebraic,NONE,41.9939
992,1,238.091,1018.6,138.625,0.32195,4.68856,algebraic,ELLIPSE,35.2322
993,1,1234.63,410.509,138.335,1.18298,4.71295,algebraic,SQUARE,36.5297
994,1,3042.09,1183.6,138.625,0.32195,4.68851,algebraic,CIRCLE,34.8628
995,1,416.091,1753.6,138.625,0.32195,4.6885,algebraic,NONE,32.8047
996,1,1378.09,1803.6,138.625,0.32195,4.68849,algebraic,NONE,30.3474
997,1,1946.09,1169.6,138.625,0.32195,4.68849,algebraic,ELLIPSE,27.6085
998,1,2479.32,1894.12,138.459,0.511652,5.16831,ransac,VERTICAL_WIRE,22.6101
999,1,1579.91,408.513,137.891,0.475268,4.51427,algebraic,ELLIPSE,22.1238
1000,1,2502.09,1906.6,138.625,0.32195,4.68851,algebraic,ELLIPSE,26.7652
